Subject,Catalog,Section,Component,Session,MinUnits,Units,TotEnrl,CapEnrl,Instructor,Capacity,Room,Mtg Start,Mtg End,Days,Start Date,End Date,Term,Campus,Class Nbr,Total Credits,DUP,FULL,OVER
CHM, 101,D02,DED,1,4,4,13,24,"Harry,Stephanie Dawn",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24201,52,,,
CHM, 101,D02L,LAB,1,4,0,13,24,"Harry,Stephanie Dawn",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24202,0,,,
CHM, 101,D03,DED,1,4,4,0,0,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24489,0,,FULL,
CHM, 101,D03L,LAB,1,4,0,0,0,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24490,0,,FULL,
CHM, 101,D04,DED,8W1,4,4,12,24,"Ricks,Jonathan Thomas",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,30038,48,,,
CHM, 101,D04L,LAB,8W1,4,0,12,24,"Ricks,Jonathan Thomas",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,30039,0,,,
CHM, 101,DJ01,DED,12W,4,4,8,24,"Walker,Brian Thomas",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24623,32,,,
CHM, 101,DJ1L,LAB,12W,4,0,8,24,"Walker,Brian Thomas",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24624,0,,,
CHM, 111,01H,LEC,1,4,4,29,30,"Olagunju,Olufunke Modupe",30,431,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23564,116,,,
CHM, 111,01HL,LAB,1,0,0,18,24,"Olagunju,Olufunke Modupe",24,436,8:00:00 AM,10:50:00 AM,M,1/9/2023,5/6/2023,2232,MAIN,23565,0,,,
CHM, 111,01W,LEC,1,4,4,20,24,"Spryn,Lucinda A",24,203,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,HT,23704,80,,,
CHM, 111,01WL,LAB,1,0,0,19,24,"Spryn,Lucinda A",24,332,1:00:00 PM,3:50:00 PM,M,1/9/2023,5/6/2023,2232,HT,23705,0,,,
CHM, 111,02HL,LAB,1,0,0,16,24,"Mahfouz,Riham M",24,436,1:00:00 PM,3:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23566,0,,,
CHM, 111,02W,LEC,1,4,4,4,24,"Spryn,Lucinda A",24,203,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,HT,53539,16,,,
CHM, 111,02WL,LAB,1,0,0,3,24,"Spryn,Lucinda A",24,332,1:00:00 PM,3:50:00 PM,W,1/9/2023,5/6/2023,2232,HT,53541,0,,,
CHM, 111,50H,LEC,1,4,4,20,30,"Frazier,Shanee",30,431,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23777,80,,,
CHM, 111,50HL,LAB,1,0,0,17,24,"Frazier,Shanee",24,436,7:00:00 PM,9:40:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,23778,0,,,
CHM, 111,D01,DED,1,4,4,22,24,"Braxton,Renarda L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23887,88,,,
CHM, 111,D01L,LAB,1,4,0,22,24,"Braxton,Renarda L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23888,0,,,
CHM, 111,D02,DED,1,4,4,2,24,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24183,8,,,
CHM, 111,D02L,LAB,1,4,0,2,24,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24184,0,,,
CHM, 111,D03,DED,12W,4,4,3,24,"Das,Sankar",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24266,12,,,
CHM, 111,D03L,LAB,12W,4,0,3,24,"Das,Sankar",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24267,0,,,
CHM, 111,D04,DED,8W1,4,4,16,24,"Mahfouz,Riham M",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24545,64,,,
CHM, 111,D04L,LAB,8W1,4,0,16,24,"Mahfouz,Riham M",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24546,0,,,
CHM, 111,D05,DED,8W2,4,4,2,24,"Crowley,Pamela K",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,40326,8,,,
CHM, 111,D05L,LAB,8W2,4,0,2,24,"Crowley,Pamela K",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,40327,0,,,
CHM, 112,01H,LEC,1,4,4,16,24,"Olagunju,Olufunke Modupe",30,431,2:00:00 PM,3:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23567,64,,,
CHM, 112,01HL,LAB,1,0,0,16,24,"Crowley,Pamela K",24,436,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23568,0,,,
CHM, 112,D01,DED,1,4,4,24,24,"Spryn,Lucinda A",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23633,96,,FULL,
CHM, 112,D01L,LAB,1,4,0,24,24,"Spryn,Lucinda A",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23569,0,,FULL,
CHM, 112,D02,DED,12W,4,4,5,24,"Braxton,Renarda L",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,23924,20,,,
CHM, 112,D02L,LAB,12W,4,0,5,24,"Braxton,Renarda L",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,23925,0,,,
CHM, 112,D03,DED,8W2,4,4,3,24,"Staff,Tba",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24268,12,,,
CHM, 112,D03L,LAB,8W2,4,0,3,24,"Staff,Tba",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24269,0,,,
CHM, 112,D04,DED,1,4,4,1,24,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,54296,4,,,
CHM, 112,D04L,LAB,1,4,0,1,24,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,54297,0,,,
CHM, 241,DJ01,DED,1,3,3,4,23,"Mahfouz,Riham M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24357,12,,,
CHM, 242,DJ01,DED,1,3,3,8,24,"Mahfouz,Riham M",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24377,24,,,
CHM, 246,40H,LEC,1,2,2,4,24,"Olagunju,Olufunke Modupe",24,436,6:00:00 PM,9:40:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23613,8,,,
CSC, 205,61H,LEC,1,3,3,2,24,"Sprague,Andrew Lawrence",24,418,4:30:00 PM,5:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,30021,6,,,
CSC, 205,D61,DED,1,3,3,13,24,"Sprague,Andrew Lawrence",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24087,39,,,
CSC, 205,DR61,DED,1,3,3,3,24,"Sprague,Andrew Lawrence",30,TUAL,4:30:00 PM,5:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,30022,9,,,
CSC, 221,61H,LEC,1,3,3,11,30,"Schaffner,Sally Kerpelman",24,418,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,30023,33,,,
CSC, 221,D61,DED,1,3,3,4,30,"Schaffner,Sally Kerpelman",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,30024,12,,,
CSC, 221,DR61,DED,1,3,3,9,30,"Schaffner,Sally Kerpelman",30,TUAL,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,30025,27,,,
CSC, 222,61H,LEC,1,4,4,9,24,"Schaffner,Sally Kerpelman",24,418,9:00:00 AM,10:50:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,30026,36,,,
CSC, 222,D01,DED,1,4,4,11,24,"Sprague,Andrew Lawrence",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,52879,44,,,
CSC, 222,D61,DED,1,4,4,8,24,"Schaffner,Sally Kerpelman",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,30027,32,,,
CSC, 222,DR61,DED,1,4,4,5,24,"Schaffner,Sally Kerpelman",30,TUAL,9:00:00 AM,10:50:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,30028,20,,,
CSC, 223,61H,LEC,1,4,4,1,24,"Schaffner,Sally Kerpelman",24,418,2:30:00 PM,4:20:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,47600,4,,,
CSC, 223,D61,DED,1,4,4,5,24,"Schaffner,Sally Kerpelman",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,47602,20,,,
CSC, 223,DR61,DED,1,4,4,1,24,"Schaffner,Sally Kerpelman",30,TUAL,2:30:00 PM,4:20:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,47603,4,,,
EGR, 121,01H,LEC,1,2,2,12,24,"Mun,Ji Hyon",24,418,1:00:00 PM,1:50:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,24536,24,,,
EGR, 121,20H,LEC,1,2,2,10,24,"Mun,Ji Hyon",24,418,9:30:00 AM,10:20:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,24238,20,,,
EGR, 122,50H,LEC,1,3,3,10,24,"Mohammed,Yousuf Shaker",24,418,5:00:00 PM,6:50:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24239,30,,,
EGR, 122,D01,DED,1,3,3,13,24,"Mohammed,Yousuf Shaker",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24240,39,,,
EGR, 126,D01,DED,1,3,3,10,24,"Morris Jr.,Edward W",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,40850,30,,,
EGR, 140,01H,LEC,1,3,3,10,19,"Mun,Ji Hyon",19,424,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23750,30,,,
EGR, 140,50H,LEC,1,3,3,9,19,"Mun,Ji Hyon",19,424,5:00:00 PM,6:15:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23708,27,,,
EGR, 206,20H,LEC,1,3,3,7,19,"Mun,Ji Hyon",19,424,11:00:00 AM,12:15:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,40854,21,,,
EGR, 245,20H,LEC,1,3,3,9,19,"Mun,Ji Hyon",19,424,3:30:00 PM,4:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,23571,27,,,
EGR, 246,01H,LEC,1,3,3,7,19,"Mun,Ji Hyon",19,424,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,23605,21,,,
EGR, 260,D01,DED,1,3,3,7,24,"Bradley,Arthur Thomas",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24564,21,,,
EGR, 261,D01,DED,1,3,3,0,29,"Bradley,Arthur Thomas",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24395,0,,,
ELE, 233,20H,LEC,1,3,3,4,4,"Wilcox IV,Clarence Richard",25,NHTC,8:00:00 AM,8:50:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,24062,12,,FULL,
ELE, 233,20HL,LAB,1,3,0,4,4,"Wilcox IV,Clarence Richard",25,NHTC,9:00:00 AM,10:20:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,24312,0,,FULL,
ELE, 233,21H,LEC,1,3,3,5,8,"Wilcox IV,Clarence Richard",25,NHTC,3:00:00 PM,3:50:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24082,15,,,
ELE, 233,21HL,LAB,1,3,0,5,8,"Wilcox IV,Clarence Richard",25,NHTC,4:00:00 PM,5:20:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24140,0,,,
ELE, 233,C90H,LEC,1,3,3,2,4,"Wilcox IV,Clarence Richard",25,NHTC,8:00:00 AM,8:50:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,46042,6,,,
ELE, 233,C90L,LAB,1,3,0,2,4,"Wilcox IV,Clarence Richard",25,NHTC,9:00:00 AM,10:20:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,46044,0,,,
ELE, 233,X02H,LEC,1,3,3,12,8,"Wilcox IV,Clarence Richard",25,NHTC,12:15:00 PM,1:05:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24141,36,,FULL,
ELE, 233,X02L,LAB,1,3,0,12,8,"Wilcox IV,Clarence Richard",25,NHTC,1:15:00 PM,2:35:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24142,0,,FULL,
ETR, 114,01H,LEC,1,4,4,2,16,"Frank,Jean F",16,300B,8:00:00 AM,10:50:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,30017,8,,,
ETR, 140,01H,LEC,1,3,3,1,8,"Wilcox IV,Clarence Richard",25,NHTC,3:00:00 PM,4:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,24313,3,,,
ETR, 140,01HL,LAB,1,3,0,1,8,"Wilcox IV,Clarence Richard",25,NHTC,3:00:00 PM,4:50:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,24314,0,,,
ETR, 148,20H,LEC,1,4,4,3,14,"Frank,Jean F",16,300B,11:30:00 AM,2:20:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24233,12,,,
ETR, 148,C90H,LEC,1,4,4,2,2,"Frank,Jean F",16,300B,11:30:00 AM,2:20:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,54646,8,,FULL,
ETR, 168,01H,LEC,1,2,2,3,6,"Wilcox IV,Clarence Richard",25,NHTC,9:00:00 AM,10:50:00 AM,W,1/9/2023,5/6/2023,2232,MAIN,24319,6,,,
ETR, 168,C90H,LEC,1,2,2,1,2,"Wilcox IV,Clarence Richard",25,NHTC,9:00:00 AM,10:50:00 AM,W,1/9/2023,5/6/2023,2232,MAIN,54722,2,,,
ETR, 237,B20H,LEC,12W,3,3,3,16,"Frank,Jean F",16,307,3:00:00 PM,4:50:00 PM,TR,2/7/2023,5/8/2023,2232,MAIN,30018,9,,,
ETR, 237,B20H,LEC,12W,3,0,0,16,"Schaffner,Sally Kerpelman",16,307,3:00:00 PM,4:50:00 PM,TR,2/7/2023,5/8/2023,2232,MAIN,30018,0,DUP,,
ETR, 246,01H,LEC,1,3,3,4,13,"Frank,Jean F",16,307,11:30:00 AM,1:20:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,24090,12,,,
ETR, 246,C90H,LEC,1,3,3,3,3,"Frank,Jean F",16,307,11:30:00 AM,1:20:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,54723,9,,FULL,
ETR, 261,20H,LEC,1,4,4,3,16,"Schaffner,Sally Kerpelman",16,300D,8:00:00 AM,10:50:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,24064,12,,,
ETR, 286,B50H,LEC,12W,3,3,2,3,"Frank,Jean F",16,300B,5:00:00 PM,6:50:00 PM,R,2/7/2023,5/8/2023,2232,MAIN,41147,6,,,
ETR, 286,B50H,LEC,12W,3,0,0,3,"Schaffner,Sally Kerpelman",16,300B,5:00:00 PM,6:50:00 PM,R,2/7/2023,5/8/2023,2232,MAIN,41147,0,DUP,,
GIS, 200,DJ01,DED,8W1,3,3,1,21,"Aukland,Cheryl A",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23930,3,,,
GIS, 200,DJ1L,LAB,8W1,3,0,1,21,"Aukland,Cheryl A",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23931,0,,,
GIS, 200,DR40,DED,8W1,3,3,3,24,"Aukland,Cheryl A",30,TUAL,5:00:00 PM,6:45:00 PM,W,1/9/2023,3/4/2023,2232,MAIN,24525,9,,,
GIS, 200,DR4L,LAB,8W1,3,0,3,24,"Aukland,Cheryl A",30,TUAL,7:00:00 PM,8:45:00 PM,W,1/9/2023,3/4/2023,2232,MAIN,24526,0,,,
GIS, 201,DJ01,DED,8W2,3,3,2,24,"Aukland,Cheryl A",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,30439,6,,,
GIS, 201,DJ1L,LAB,8W2,3,0,2,24,"Aukland,Cheryl A",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,30440,0,,,
GIS, 201,DR40,DED,8W2,3,3,0,24,"Aukland,Cheryl A",30,TUAL,5:00:00 PM,6:45:00 PM,W,3/13/2023,5/6/2023,2232,MAIN,30437,0,,,
GIS, 201,DR4L,LAB,8W2,3,0,0,24,"Aukland,Cheryl A",30,TUAL,7:00:00 PM,8:45:00 PM,W,3/13/2023,5/6/2023,2232,MAIN,30438,0,,,
GOL, 105,20H,LEC,1,4,4,12,24,"Penrose,Bruce H",24,420,12:30:00 PM,1:45:00 PM,TR,1/9/2023,5/6/2023,2232,MAIN,24222,48,,,
GOL, 105,20HL,LAB,1,0,0,12,24,"Penrose,Bruce H",24,437,2:00:00 PM,4:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,24223,0,,,
GOL, 105,D01,DED,1,4,4,13,26,"Berquist,Peter J",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23700,52,,,
GOL, 105,D01L,LAB,1,4,0,13,26,"Berquist,Peter J",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23701,0,,,
GOL, 105,D02,DED,1,4,4,9,26,"Hall,Lisa Todd",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23884,36,,,
GOL, 105,D02L,LAB,1,4,0,9,26,"Hall,Lisa Todd",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23885,0,,,
GOL, 105,D03,DED,8W1,4,4,13,26,"Coolbear,Kristen Michele",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24052,52,,,
GOL, 105,D03L,LAB,8W1,4,0,13,26,"Coolbear,Kristen Michele",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24053,0,,,
GOL, 105,Z01H,LEC,DYN,4,4,142,30,"Kohrs,Russell Henry",30,VAST,8:00:00 AM,9:15:00 AM,MW,11/30/2022,4/10/2023,2232,MAIN,39772,568,,FULL,OVER
GOL, 105,Z01L,LAB,DYN,4,0,142,30,"Kohrs,Russell Henry",30,VAST,8:00:00 AM,10:50:00 AM,T,11/30/2022,4/10/2023,2232,MAIN,39773,0,,FULL,OVER
GOL, 106,01H,LEC,1,4,4,6,24,"LeMay,Lynsey Ellis",24,422,12:30:00 PM,1:45:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23607,24,,,
GOL, 106,01HL,LAB,1,0,0,6,24,"LeMay,Lynsey Ellis",24,437,2:00:00 PM,4:50:00 PM,M,1/9/2023,5/6/2023,2232,MAIN,23621,0,,,
GOL, 106,01W,LEC,1,4,4,3,24,"Berquist,Peter J",24,205,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,HT,35025,12,,,
GOL, 106,01WL,LAB,1,0,0,3,24,"Berquist,Peter J",24,236,11:00:00 AM,1:50:00 PM,W,1/9/2023,5/6/2023,2232,HT,35026,0,,,
GOL, 106,D01,DED,1,4,4,8,26,"Berquist,Peter J",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24294,32,,,
GOL, 106,D01L,LAB,1,4,0,8,26,"Berquist,Peter J",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24295,0,,,
GOL, 106,D02,DED,8W2,4,4,3,26,"Coolbear,Kristen Michele",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24050,12,,,
GOL, 106,D02L,LAB,8W2,4,0,3,26,"Coolbear,Kristen Michele",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24051,0,,,
GOL, 111,01W,LEC,1,4,4,14,20,"Tulipani,Diane C",24,204,12:30:00 PM,1:45:00 PM,MW,1/9/2023,5/6/2023,2232,HT,24054,56,,,
GOL, 111,01WL,LAB,1,0,0,14,20,"Tulipani,Diane C",24,236,2:00:00 PM,4:50:00 PM,M,1/9/2023,5/6/2023,2232,HT,24296,0,,,
GOL, 111,20H,LEC,1,4,4,9,20,"LeMay,Lynsey Ellis",20,416,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,23732,36,,,
GOL, 111,20HL,LAB,1,0,0,9,20,"LeMay,Lynsey Ellis",24,437,11:00:00 AM,1:50:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,23731,0,,,
GOL, 111,D01,DED,1,4,4,20,20,"Hall,Lisa Todd",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24573,80,,FULL,
GOL, 111,D01L,LAB,1,4,0,20,20,"Hall,Lisa Todd",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24574,0,,FULL,
GOL, 112,20H,LEC,1,4,4,8,19,"Tulipani,Diane C",19,424,9:30:00 AM,10:45:00 AM,TR,1/9/2023,5/6/2023,2232,MAIN,23733,32,,,
GOL, 112,20HL,LAB,1,0,0,8,19,"Tulipani,Diane C",24,437,11:00:00 AM,1:50:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23734,0,,,
IND, 101,D01,DED,8W1,3,3,0,16,"Frank,Jean F",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,30015,0,,,
IND, 137,D01,DED,8W2,3,3,0,16,"Frank,Jean F",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,30016,0,,,
ITD, 110,D01,DED,1,3,3,23,24,"Aukland,Cheryl A",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23900,69,,,
ITD, 110,D02,DED,1,3,3,4,24,"Aukland,Cheryl A",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24286,12,,,
ITD, 112,D01,DED,12W,3,3,8,24,"Baskerville,Kevin G",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,23998,24,,,
ITD, 130,D01,DED,1,3,3,23,24,"Decker,Lloyd Raymond",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23689,69,,,
ITD, 212,DJ01,DED,8W2,4,4,4,24,"Baskerville,Kevin G",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24380,16,,,
ITE, 115,01H,LEC,1,3,3,10,24,"Jones,Doretha",24,404,9:30:00 AM,10:45:00 AM,MW,1/9/2023,5/6/2023,2232,MAIN,43522,30,,,
ITE, 115,50S,LEC,1,3,3,3,24,"Decker,Lloyd Raymond",25,SEC,5:00:00 PM,7:40:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,30477,9,,,
ITE, 115,B01H,LEC,1,3,3,0,0,"Staff,Tba",25,428,12:30:00 PM,1:45:00 PM,W,1/9/2023,5/6/2023,2232,MAIN,23898,0,,FULL,
ITE, 115,D01,DED,1,3,3,23,24,"Jones,Doretha",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23630,69,,,
ITE, 115,D02,DED,1,3,3,20,24,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23682,60,,,
ITE, 115,D03,DED,12W,3,3,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24553,0,,FULL,
ITE, 115,D04,DED,12W,3,3,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24585,0,,FULL,
ITE, 119,01H,LEC,1,3,3,0,0,"Staff,Tba",24,404,11:00:00 AM,12:15:00 PM,MW,1/9/2023,5/6/2023,2232,MAIN,23665,0,,FULL,
ITE, 119,20W,LEC,1,3,3,13,24,"Susalis,Christopher R",24,232,12:30:00 PM,1:45:00 PM,TR,1/9/2023,5/6/2023,2232,HT,24067,39,,,
ITE, 119,50H,LEC,1,3,3,0,0,"Staff,Tba",25,428,7:00:00 PM,9:40:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,23666,0,,FULL,
ITE, 119,B20H,LEC,1,3,3,10,24,"Meranda,Toni M",24,418,11:00:00 AM,12:15:00 PM,T,1/9/2023,5/6/2023,2232,MAIN,43548,30,,,
ITE, 119,B21H,LEC,1,3,3,14,24,"Meranda,Toni M",25,428,12:30:00 PM,1:15:00 PM,R,1/9/2023,5/6/2023,2232,MAIN,43554,42,,,
ITE, 119,D01,DED,1,3,3,24,24,"Holland,Robert L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23667,72,,FULL,
ITE, 119,D02,DED,1,3,3,24,24,"Holland,Robert L",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23691,72,,FULL,
ITE, 119,D03,DED,12W,3,3,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24196,0,,FULL,
ITE, 119,D04,DED,12W,3,3,0,0,"Staff,Tba",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,24208,0,,FULL,
ITE, 119,D05,DED,8W2,3,3,0,0,"Staff,Tba",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,23783,0,,FULL,
ITE, 120,B40W,LEC,8W2,3,3,3,24,"Decker,Lloyd Raymond",24,232,5:00:00 PM,7:40:00 PM,M,3/13/2023,5/6/2023,2232,HT,24174,9,,,
ITE, 120,D01,DED,12W,3,3,23,24,"Aukland,Cheryl A",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,23951,69,,,
ITE, 120,D02,DED,8W1,3,3,23,24,"Aukland,Cheryl A",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,24173,69,,,
ITE, 120,D03,DED,8W2,3,3,10,24,"Decker,Lloyd Raymond",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24579,30,,,
ITE, 140,D01,DED,12W,3,3,22,24,"Jones,Doretha",30,TUAL,,,,2/7/2023,5/8/2023,2232,MAIN,23917,66,,,
ITE, 160,D01,DED,1,3,3,0,0,"Staff,Tba",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23977,0,,FULL,
ITE, 160,DJ01,DED,8W2,3,3,0,0,"Staff,Tba",30,TUAL,,,,3/13/2023,5/6/2023,2232,MAIN,24637,0,,FULL,
ITE, 221,D01,DED,1,3,3,24,24,"Mann,Michael D",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23753,72,,FULL,
ITE, 221,D02,DED,1,3,3,12,24,"Mann,Michael D",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,52807,36,,,
ITN, 109,20W,LEC,1,3,3,8,16,"Mann,Michael D",16,237,9:30:00 AM,12:15:00 PM,T,1/9/2023,5/6/2023,2232,HT,23952,24,,,
ITN, 109,D01,DED,8W1,3,3,24,24,"Mann,Michael D",30,TUAL,,,,1/9/2023,3/4/2023,2232,MAIN,23960,72,,FULL,
ITN, 156,B50W,LEC,8W1,4,4,3,16,"Mann,Michael D",16,237,7:00:00 PM,9:40:00 PM,TR,1/9/2023,3/4/2023,2232,HT,52457,12,,,
ITN, 170,D01,DED,1,3,3,8,24,"Pierce,Nicholas Allen",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,24287,24,,,
ITN, 257,D01,DED,1,3,3,6,24,"Pierce,Nicholas Allen",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,30442,18,,,
ITN, 260,B50H,LEC,8W2,3,3,4,24,"Pierce,Nicholas Allen",24,404,5:00:00 PM,7:40:00 PM,T,3/13/2023,5/6/2023,2232,MAIN,24089,12,,,
ITN, 260,D01,DED,1,3,3,15,24,"Spencer,Darren",30,TUAL,,,,1/9/2023,5/6/2023,2232,MAIN,23953,45,,,
